Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
Tinley Park,TINLEY BEEF LLC,190703547,6,489622.63,439931.59,49691.04,176964,127272.96,49691.04,17392.03,14834.37,2557.66
Tinley Park,"Tinley Park Bowling Lanes, Inc.",140702076,6,2877610.3,2651036.83,226573.47,1018119,791537.38,226581.62,79303.83,67641.51,11662.32
Tinley Park,"Tinley Park Post No. 615, The American Legion, Department of Illinois",140900360,5,2004478.11,1828802.56,175675.55,659958,484282.45,175675.55,61486.6,52444.44,9042.16
Tinley Park,"Union Bar & Grill, Inc.",200701232,6,3877350.11,3487331.19,390018.92,1295836,905816.98,390019.02,136506.85,116432.32,20074.53
Tiskilwa,"222 Ale House, LLC",230702643,5,172184.57,164965.37,7219.2,60205,52985.8,7219.2,2526.85,2155.26,371.59
Tiskilwa,Indian Valley Inn II Inc.,120707114,5,460524,428590.1,31933.9,158836,126902.1,31933.9,11176.86,9533.2,1643.66
Toledo,"Tucker Station, LLC",150702347,6,1555037.48,1397142.7,157894.78,483770,325875.22,157894.78,55263.45,47136.48,8126.97
Toledo,"Wiley-Mumford Post #764 of the American Legion, Inc.",150902847,6,739281.3,691052.6,48228.7,211284,163055.29,48228.71,16880.08,14397.72,2482.36
Tolono,Jack's Tavern Incorporated,120700514,6,1498845.46,1381556.67,117288.79,614237,496948.21,117288.79,41051.23,35014.3,6036.93
Tolono,Jay Shitaram LLC,120703214,6,1607463.37,1454034.86,153428.51,666997,513568.49,153428.51,53700.26,45803.17,7897.09
Tolono,"Loose Cobra, Inc.",140703388,4,348196.46,315637.33,32559.13,136125,103565.27,32559.73,11396.05,9720.16,1675.89
Tolono,Lu & Denny's Inc.,130706079,6,2191955.91,2010016.97,181938.94,740145,558206.06,181938.94,63678.62,54314.13,9364.49
Tolono,"Rocket Slots, Inc.",230702275,6,2972012.88,2730281.21,241731.67,1019393,777661.33,241731.67,84606.11,72164.03,12442.08
Tolono,"SHINE BRO'S, INC.",240702885,6,462070.65,421428.88,40641.77,181391,140749.23,40641.77,14224.57,12132.71,2091.86
Toluca,Freedom Oil Company,180700148,5,306359.29,282701.19,23658.1,119455,95796.9,23658.1,8280.54,7062.83,1217.71
Toluca,Kelly Entertainment Corporation,160702732,4,33841.06,28514.17,5326.89,12425,7098.11,5326.89,1864.39,1590.21,274.18
Toluca,Robert W. Modro,130702722,4,370866.42,324495.12,46371.3,119235,72863.7,46371.3,16230.03,13843.25,2386.78
Toluca,Scott D. Gates,120709884,5,1022110.79,933436.08,88674.71,316486,227811.29,88674.71,31036.17,26472.02,4564.15
Toluca,"SUPREME HOUSE OF CHEESE, LTD.",150704003,4,926902.93,864439.76,62463.17,296010,233546.78,62463.22,21862.28,18647.24,3215.04
Tonica,"Aces and Eights, Inc.",170701231,6,835867.98,772337.27,63530.71,316622,253091.43,63530.57,22235.73,18965.77,3269.96
Tonica,Casey's Retail Company,191003048,5,2449049.36,2254123.58,194925.78,736667,541740.47,194926.53,68224.46,58191.45,10033.01
Tonica,"The No Problem Pub, Inc.",120705442,6,1094650.03,988530.25,106119.78,391147,285027.22,106119.78,37142.12,31680.04,5462.08
Toulon,R Bar LLC,120702950,6,221757.36,201574.04,20183.32,72473,52290.68,20182.32,7063.91,6025.1,1038.81
Toulon,"Toulon Tap, LLC",120710896,6,810850.72,751134.55,59716.17,267134,207417.47,59716.53,20900.96,17827.3,3073.66
Tovey,"BART'S PLACE, INC.",120705016,6,1306432.56,1193792.47,112640.09,507774,395133.91,112640.09,39424.25,33626.56,5797.69
Towanda,"CTC Partners, LLC",120707930,6,2311603.09,2132392.16,179210.93,917255,738044.07,179210.93,62724.22,53500.06,9224.16
Tower Hill,Eye of Tiger Sports Complex LLC,190702416,6,2040236.39,1835762.46,204473.93,729375,524901.07,204473.93,71566.01,61041.61,10524.4
Tower Hill,T and D Entertainment Group Inc.,230701574,6,702094.27,637654.69,64439.58,257046,192606.42,64439.58,22554.07,19237.29,3316.78
Tremont,121 Club Inc.,170703537,6,1415186.32,1269033.22,146153.1,515291,369137.9,146153.1,51153.74,43631.14,7522.6
Tremont,"Narmada Retails, LLC",190700565,6,2066559.52,1886895.75,179663.77,613471,433805.89,179665.11,62882.9,53635.42,9247.48
Tremont,"Perdue's Grill, Inc.",170700315,5,838577.78,769727.69,68850.09,284228,215377.91,68850.09,24097.59,20553.82,3543.77
Trenton,FORTUNES LLC,240702603,6,247238.63,219051.25,28187.38,94149,65961.62,28187.38,9865.62,8414.8,1450.82
Trenton,"Hank's Bowl, Inc.",120705650,6,2070787.35,1873694.8,197092.55,757650,560557.45,197092.55,68982.53,58838.04,10144.49
Trenton,KGD Gegs LLC,240702635,6,1135579.37,1021764.68,113814.69,345694,231879.31,113814.69,39835.3,33977.16,5858.14
Trenton,"Lewis and Morales, LLC",140700500,5,969566.76,888624.29,80942.47,321527,240584.73,80942.27,28329.91,24163.73,4166.18
Trenton,"LUCKY LEFTY GAMING, LLC",220703000,6,2986497.54,2726701.68,259795.86,951963,692167.14,259795.86,90928.72,77556.86,13371.86
Trenton,TUT LIQUOR & GAS INC.,240700137,6,175401.96,159707.65,15694.31,62160,46465.69,15694.31,5493.04,4685.24,807.8
Troy,ACCENTURE PARTNERS LLC,240700100,6,2827207.62,2548145.51,279062.11,929141,650098.89,279042.11,97664.87,83302.39,14362.48
Troy,Alfonzo's Restaurant Company,180703288,5,209764.39,201585.53,8178.86,83337,75158.04,8178.96,2862.77,2441.78,420.99
Troy,"CARDINAL RESTAURANT GROUP, LLC",160700619,6,1929945.63,1751943.31,178002.32,659607,481604.68,178002.32,62301.05,53139.13,9161.92
Troy,COMPASS CREW LLC,240702445,6,727380.62,652480.18,74900.44,250917,176016.64,74900.36,26215.26,22360.06,3855.2
Troy,CP Leasing Inc.,210702282,6,1217207.3,1105072.77,112134.53,382272,270137.47,112134.53,39247.4,33475.72,5771.68
Troy,"Dooley's Entertainment, LLC",190700204,6,1235832.2,1119693.32,116138.88,434878,318739.04,116138.96,40648.81,34671.05,5977.76
Troy,"DPMAC, LLC",210703456,5,213364.2,200152.13,13212.07,79485,66272.65,13212.35,4624.43,3944.36,680.07
Troy,"FAM TROY, LLC",180703566,6,4868746.44,4366955.95,501790.49,1678688,1176897.51,501790.49,175626.83,149799.35,25827.48
Troy,"Hospitality Midwest, LLC",130700747,6,2367103.27,2142035.23,225068.04,759445,534375.96,225069.04,78774.34,67189.89,11584.45
Troy,Kokomo Joe's LLC,230700282,4,1096587.82,1007425.87,89161.95,399692,310530.05,89161.95,31206.73,26617.5,4589.23
Troy,Lucky Jak's LLC,230701849,6,1748803.4,1594303.73,154499.67,614631,460131.33,154499.67,54074.97,46122.76,7952.21
Troy,PCS Gaming LLC,180703440,6,1966396.2,1762923.62,203472.58,659669,456196.42,203472.58,71215.62,60742.74,10472.88
Troy,Pilot Travel Centers LLC,121009167,6,3761297.08,3445384.55,315912.53,1242369,926490,315879,110557.78,94299.27,16258.51
Troy,TA Operating LLC,201000109,10,4084940.65,3661885.14,423055.51,1248069,825023.2,423045.8,148066.28,126291.85,21774.43
Troy,The Mullett Inc.,240702709,6,386221.11,339534.5,46686.61,143748,97061.19,46686.81,16340.51,13937.49,2403.02
Troy,"TIME OUT BAR & GRILL, LLC",120705984,6,2021711.26,1841064.86,180646.4,711545,530898.6,180646.4,63226.33,53928.33,9298
Troy,"TROY POST 976 VETERANS OF FOREIGN WARS OF THE UNITED STATES, INC.",120903920,5,1494218.22,1328093.4,166124.82,512161,346036.18,166124.82,58143.73,49593.18,8550.55
Troy,TROY VEGAS LLC,230701047,6,285864.25,260198.07,25666.18,96377,70711.1,25665.9,8983.22,7662.15,1321.07
Troy,TROY'S LIQUORS LLC,210701666,6,1050190.33,949486.96,100703.37,378692,277988.63,100703.37,35246.26,30062.98,5183.28
Troy,Yagnapurushdas LLC,190702467,6,1180111.64,1057980.93,122130.71,423682,301551.29,122130.71,42745.73,36459.58,6286.15
Troy,Yagnapurushdas LLC,200702574,6,680220.79,608060.25,72160.54,242815,170654.46,72160.54,25256.36,21542.2,3714.16
Troy Grove,Mike's Brownstone Inc.,120708499,3,337527.86,302836.69,34691.17,97354,62662.83,34691.17,12142.02,10356.42,1785.6
Troy Grove,"Troy Grove Tavern, Inc.",140703438,5,554664.06,502656.37,52007.69,207345,155337.31,52007.69,18202.74,15525.86,2676.88
Tuscola,Bookies LLC,240701710,5,388266.24,348352.02,39914.22,137493,97578.78,39914.22,13970.1,11915.68,2054.42
Tuscola,"Cast Iron Kitchen, LLC",190700132,4,731203.55,667783.25,63420.3,249309,185888.7,63420.3,22197.21,18932.93,3264.28
Tuscola,Chad Evans,230700179,6,620506.15,562207.27,58298.88,221641,163340.74,58300.26,20405.13,17404.38,3000.75
Tuscola,"Ironhorse Golf, LLC",140700827,3,15491.22,12895.46,2595.76,6730,4133.89,2596.11,908.64,775.01,133.63
Tuscola,"JBuck, LLC",240701430,6,488538.88,456909.34,31629.54,207550,175920.33,31629.67,11070.54,9442.53,1628.01
Tuscola,Kickn 66 Liquor & More Corporation,210701515,6,2176265.44,1945978.42,230287.02,829735,599447.98,230287.02,80600.55,68747.52,11853.03
Tuscola,"Lanman Oil Co., Inc.",201000357,8,3758840.43,3415518.04,343322.39,1264773,921450.45,343322.55,120163.06,102492.02,17671.04
Tuscola,"Love's Travel Stops & Country Stores, Inc.",201002763,7,2610590.3,2418123.33,192466.97,958043,765467.72,192575.28,67401.54,57489.57,9911.97
Tuscola,Northern Retailers & Properties LLC,220703698,5,422252.47,375449.86,46802.61,157171,110368.39,46802.61,16380.99,13972.03,2408.96
Tuscola,"PORTS PETROLEUM COMPANY, INC.",201000130,10,3788246.97,3446032.02,342214.95,1336308,994097.25,342210.75,119773.95,102160.14,17613.81
Tuscola,"Road Ranger, L.L.C.",121000303,6,1883634.09,1711112.99,172521.1,620269,447747.9,172521.1,60382.58,51502.79,8879.79
Tuscola,The Butchers Wife and Family Inc.,220701399,6,30417.28,26891.38,3525.9,9731,6205.1,3525.9,1234.09,1052.63,181.46
Tuscola,"Tuscola Lodge No. 729, Loyal Order of Moose",120802150,6,538243.89,491220.41,47023.48,173936,126912.52,47023.48,16458.35,14038.01,2420.34
Tuscola,Two Patel Inc.,170701837,3,83437.71,83494.99,-57.28,26685,26742.28,-57.28,-20.09,-17.14,-2.95
Ullin,IAH HOTELS LLC,210701539,6,891004.24,787496.8,103507.44,294765,191519.31,103245.69,36136.22,30822.06,5314.16
Ullin,ULLIN MARKET PLACE LLC,240701140,6,533263.21,482688.59,50574.62,184330,133711.1,50618.9,17716.75,15111.35,2605.4
Union,"ACSWISS, INC.",130702608,4,278205.26,247303.12,30902.14,116855,85952.86,30902.14,10815.88,9225.32,1590.56
Union,Clasen's Tavern Union LLC,180702932,5,570116.89,516574.26,53542.63,195785,142202.29,53582.71,18754.25,15996.27,2757.98
Union,"HDM, Inc.",130706589,6,764816.12,701766.87,63049.25,258087,195037.7,63049.3,22067.57,18822.36,3245.21
Union County,"Carroll P. Foster Post 3455, Veterans of Foreign Wars of the U.S.",120905503,6,1072795.93,964493.91,108302.02,335083,226780.98,108302.02,37905.99,32331.58,5574.41
Union County,"Hansons Duck Inn, LLC",190703119,6,1387512.39,1305399.22,82113.17,394943,312830.21,82112.79,28739.58,24513.17,4226.41
Union County,James Crane Sr.,170702812,6,267878.29,246603.08,21275.21,85562,64206.12,21355.88,7474.63,6375.42,1099.21
University Park,Big Willys Grill & Bar LLC,220700782,6,882.45,608.53,273.92,466,192.08,273.92,95.87,81.77,14.1
University Park,"Deer Creek Golf, L.L.C.",150700364,4,139127.14,127395.79,11731.35,52035,40303.65,11731.35,4106.05,3502.23,603.82
University Park,"Pam Kaye, Inc.",120708655,6,1394626.72,1269409.8,125216.92,764507,639290.08,125216.92,43826.06,37381.05,6445.01
University Park,"PAPA LUIS, INC.",240700296,6,176290.55,158138.4,18152.15,61066,42913.85,18152.15,6353.38,5419.07,934.31
University Park,PARK FOODS INC.,250700071,6,113077.24,98179.82,14897.42,52779,37881.58,14897.42,5214.17,4447.38,766.79
University Park,TARLIKA CORPORATION,210703743,6,1483033.27,1342576.96,140456.31,596056,455599.69,140456.31,49159.91,41930.51,7229.4
University Park,WASH N WINNIE'S OF AROMA PARK INC.,170700607,6,2580402.21,2375336.24,205065.97,937123,732057.03,205065.97,71773.24,61218.35,10554.89
Urbana,American legion post 71,120900215,6,2858895.15,2574998.19,283896.96,1074287,790370.04,283916.96,99371.01,84757.62,14613.39
Urbana,"Bangkok, Inc. Two",160703849,6,1553740.79,1441706.72,112034.07,656073,544038.93,112034.07,39212.16,33445.69,5766.47
Urbana,Blackhawk Restaurant Group LLC Series UCUrbana,140701843,6,4081389.05,3720472.97,360916.08,1406993,1046076.92,360916.08,126320.69,107744.12,18576.57
Urbana,Bunny's of Urbana Inc.,120706557,6,1861939.72,1693803,168136.72,706318,538181.28,168136.72,58847.97,50193.86,8654.11
Urbana,"BUSEY-FLETCHER-STILLWELL POST 630, VETERANS OF FOREIGN WARS OF THE US, INC.",120902062,6,1108518.86,1019510.23,89008.63,405404,316395.87,89008.13,31153.02,26571.69,4581.33
Urbana,Davis Candlin LLC,230703233,6,490343.19,450279.89,40063.3,191395,151331.7,40063.3,14022.26,11960.15,2062.11
Urbana,"EASTLAND SUITES - URBANA, LLC",130702852,6,2175032.59,2009447.46,165585.13,812363,646777.87,165585.13,57954.87,49432.09,8522.78
Urbana,"El Toro, Inc.",140702098,5,732529.46,679492.74,53036.72,248587,195549.69,53037.31,18563.17,15833.29,2729.88
Urbana,Hot Spot Restaurant LLC,140702448,6,2306038.92,2061787.34,244251.58,968465,724213.42,244251.58,85488.2,72916.41,12571.79
Urbana,Keagle Incorporated,120706182,4,819706.01,731733.38,87972.63,304440,216467.29,87972.71,30790.55,26262.51,4528.04
Urbana,LACEY'S PLACE LLC,150703012,6,3192538.78,2888930.66,303608.12,1156417,852808.81,303608.19,106262.93,90636.03,15626.9
Urbana,MALA LLC,160702804,6,4722401.21,4313925.74,408475.47,1855327,1446851.53,408475.47,142966.47,121941.98,21024.49
Urbana,"Northgate Gaming, Inc.",160703109,6,3353855.69,3065169.37,288686.32,1248999,960312.68,288686.32,101040.35,86181.48,14858.87
Urbana,Premier Entertainment of Illinois L.L.C.,150702830,6,2949717.72,2688042.03,261675.69,1171850,910145.46,261704.54,91596.78,78126.66,13470.12
Urbana,"Rasner Investments, Inc.",120705890,5,300058.26,258403.41,41654.85,124700,83045.15,41654.85,14579.36,12435.35,2144.01
Urbana,"Shipwreck Gaming, LLC",170702316,6,2604832.39,2330993.71,273838.68,1034358,760519.32,273838.68,95843.69,81749.03,14094.66
Urbana,"SOILL Restaurant Systems, LLC",160700177,6,3383835.78,3082102.79,301732.99,1246669,944936.01,301732.99,105606.55,90076.17,15530.38
Urbana,"Trident Partners Urbana Five Points Commercial Center, LLC",150702589,6,3940718.08,3552374.87,388343.21,1494243,1105899.69,388343.31,135920.43,115932.12,19988.31
Ursa,ADAMS COUNTY AMVETS POST NO. 76 INC.,140903973,4,312429.47,282392.51,30036.96,122298,92260.96,30037.04,10513.1,8967.06,1546.04
Ursa,Gemstop Inc.,170703474,5,1277597.65,1159810.29,117787.36,402499,284711.64,117787.36,41225.79,35163.18,6062.61
Valmeyer,4 T's Inc.,160703266,5,605817.88,567876.85,37941.03,219420,181478.97,37941.03,13279.36,11326.5,1952.86
Valmeyer,"Mike's Convenience & Service, Inc.",200702980,4,392779.95,360766.28,32013.67,170601,138587.33,32013.67,11204.91,9557.12,1647.79
Vandalia,B2S GROUP LLC,240702974,6,91972.32,83502.89,8469.43,30292,21822.57,8469.43,2964.33,2528.4,435.93
Vandalia,"Duffy & Associates, Inc.",170704241,6,2914704.41,2667007.85,247696.56,1098658,850961.44,247696.56,86693.91,73944.81,12749.1
Vandalia,"Duffy & Associates, Inc.",180701159,6,1033534.76,960938.56,72596.2,343860,271247.9,72612.1,25414.32,21676.9,3737.42
Vandalia,"G. & T. Holdings, Inc.",120711020,6,587923.03,530470.18,57452.85,196904,139451.15,57452.85,20108.56,17151.41,2957.15
Vandalia,"Guru Krupa, III, Inc.",240701686,6,629650.44,570891.13,58759.31,182794,124034.69,58759.31,20565.81,17541.44,3024.37
Vandalia,"HI-HAT BAR, INC.",120702096,6,2181058.23,1995538.47,185519.76,720021,534501.24,185519.76,64931.95,55383.15,9548.8
Vandalia,"Jane Lynn Holdings, Inc.",190703586,5,619606.99,555933.64,63673.35,197760,134086.65,63673.35,22286.02,19008.66,3277.36
Vandalia,Kickn 66 Liquor & More Corporation,240701159,6,2476528.82,2214273.45,262255.37,851077,588821.63,262255.37,91789.71,78291.23,13498.48
Vandalia,Los Amigos I LLC,210701023,6,749098.7,673596.69,75502.01,299406,223903.99,75502.01,26425.91,22539.75,3886.16
Vandalia,LOYAL ORDER OF MOOSE VANDALIA LODGE NO. 1447,120804630,6,1617948.27,1493778.06,124170.21,606225,482054.73,124170.27,43459.76,37068.62,6391.14
Vandalia,MURRAY'S RESTAURANT LLC,240701773,5,135778.83,124540.52,11238.31,49273,38034.69,11238.31,3933.49,3355.04,578.45
Vandalia,Pilot Travel Centers LLC,191003861,10,3828347.26,3483102.37,345244.89,1250812,905591.81,345220.19,120827.49,103058.74,17768.75
Vandalia,"PMK, Inc.",160702807,6,2076948.06,1927942.19,149005.87,574659,425653.13,149005.87,52152.03,44482.62,7669.41
Vandalia,"PMK, Inc.",230701059,6,698041.95,653786.02,44255.93,251323,207067.07,44255.93,15489.6,13211.73,2277.87
Vandalia,"Rusani, Inc.",170700362,4,3078.84,3055.06,23.78,1085,1061.22,23.78,8.31,7.09,1.22
Vandalia,"South Central FS, Inc.",161000595,5,586253.16,538965.35,47287.81,197276,149988.74,47287.26,16550.67,14116.75,2433.92
Vandalia,SPIN 2 WIN 2 INC.,140703946,6,3528752.72,3270509.61,258243.11,1618927,1359215.57,259711.43,90899.06,77531.56,13367.5
Vandalia,VANDALIA COUNTRY AND GOLF CLUB,130704189,5,704002.24,645274.59,58727.65,239852,181124.35,58727.65,20554.73,17531.97,3022.76
Vandalia,"Willy's Pub & Grub, LLC",210701966,6,700383.5,646133.92,54249.58,234995,180745.42,54249.58,18987.52,16195.23,2792.29
Vandalia,"Wortman Holdings, LLC",161001890,6,5379657.28,4989023.45,390633.83,1700376,1309734.17,390641.83,136724.78,116618.19,20106.59
Venedy,"Seg's Place,Inc.",120709252,5,368520.02,345224.3,23295.72,134960,111664.13,23295.87,8153.74,6954.66,1199.08
Venice,AKA Fuels LLC,210701935,6,1834987.44,1653422.84,181564.6,715993,534428.4,181564.6,63547.81,54202.55,9345.26
Vermilion County,"4ME, INC.",160701975,6,1495635.51,1370903.93,124731.58,521938,397206.42,124731.58,43656.14,37236.14,6420
Vermilion County,"4ME, Inc.",170701117,6,1704839,1559890.65,144948.35,627272,482323.65,144948.35,50732.05,43271.46,7460.59
Vermilion County,"ALL SOURCE, LLC",170702884,6,1162994.36,1047123.15,115871.21,456807,340935.99,115871.01,40554.98,34591.03,5963.95
Vermilion County,"Black Bear J.D., Inc.",150702502,6,982449.03,875098.25,107350.78,322067,214716.88,107350.12,37572.61,32047.22,5525.39
Vermilion County,BLUEBIRD LIQUOR STORE LLC,240702640,6,196239.45,166913.84,29325.61,77084,47758.39,29325.61,10264.02,8754.61,1509.41
Vermilion County,COOL CAT L.L.C.,190701613,6,1929692.76,1747824.54,181868.22,536885,354952.79,181932.21,63676.51,54312.3,9364.21
Vermilion County,"D. & T. Wright, Inc.",120702043,6,936500.66,859267.82,77232.84,356798,279565.16,77232.84,27031.46,23056.23,3975.23
Vermilion County,jack seymour,120706169,5,488950.12,443790.57,45159.55,173564,128404.45,45159.55,15805.91,13481.51,2324.4
Vermilion County,Jasbir I Enterprise Inc.,120710424,6,2296985.38,2091449.85,205535.53,734895,529359.21,205535.79,71937.75,61358.69,10579.06
Vermilion County,KAL'S ROADHOUSE BAR AND GRILL CO.,180700053,6,1101678.77,999428.3,102250.47,358058,255807.33,102250.67,35787.88,30524.94,5262.94
Vermilion County,"Minhas Real Estate Inc.,",240700172,6,891961,810526.85,81434.15,338489,257054.85,81434.15,28502.16,24310.66,4191.5
Vermilion County,"Moon Glo, Inc.",140702879,4,402753.33,369066.23,33687.1,162160,128472.9,33687.1,11790.47,10056.57,1733.9
Vermilion County,"ROSIE'S TAVERN, L.L.C.",180702701,6,1193140.52,1096308.08,96832.44,453850,357017.34,96832.66,33891.62,28907.55,4984.07
Vermilion County,Route 1 Saloon LLC,200702022,6,1089992.17,974109.36,115882.81,361609,245726.19,115882.81,40559.07,34594.51,5964.56
Vermilion County,SADIE GIRL INC.,160702636,6,3139833.35,2850101.78,289731.57,1077599,787867.43,289731.57,101406.17,86493.5,14912.67
Vermilion County,"Short Stop Liquor, Inc.",120707937,6,1395872.6,1267928.85,127943.75,514329,386385.25,127943.75,44780.5,38195.14,6585.36
Vermilion County,"SHORT STOP LIQUOR, INC.",210701509,6,1278967.13,1152615.89,126351.24,385230,258878.94,126351.06,44222.96,37719.6,6503.36
Vermilion County,Studio 136 Salon and Tanning LLC,240702511,6,161395.2,155572.76,5822.44,56422,50599.56,5822.44,2037.89,1738.2,299.69
Vermilion County,That BBQ Place LLC,240702221,6,315358.27,276608.21,38750.06,123262,84511.94,38750.06,13562.53,11568.05,1994.48
Vermilion County,"Wolf Creek Golf Club, LLC",120708321,3,119396.58,111103.96,8292.62,34329,26036.28,8292.72,2902.49,2475.65,426.84
Vermont,Carrol Rankin Post 26 Vermont American Legion,120903626,5,655033.48,596805.8,58227.68,218666,160438.32,58227.68,20379.86,17382.82,2997.04
Vermont,JYANTNANDI CORPORATION,230700882,6,439530.85,409346,30184.85,134528,104343.15,30184.85,10564.68,9011.05,1553.63
Versailles,"Wonkey Donkey, Inc.",230703310,6,244229.47,221868.52,22360.95,81509,59148.53,22360.47,7826.39,6675.45,1150.94
Victoria,"As Lake, Inc.",120700529,5,860818.13,791141.92,69676.21,312513,242836.79,69676.21,24386.81,20800.51,3586.3
Vienna,"Acees, Inc.",141001879,6,2182664.11,1965158.14,217505.97,727772,510265.27,217506.73,76127.53,64932.32,11195.21
Vienna,"Beggs-Gurley Post No. 5222, Veterans of Foreign Wars",120911313,5,418196.88,382855.34,35341.54,147725,112383.46,35341.54,12369.65,10550.58,1819.07
Vienna,"Miles Brothers Foods, LLC",210703896,6,50604.88,42259.64,8345.24,16400,8054.82,8345.18,2920.85,2491.32,429.53
Vienna,Russell Oil Co.,140702632,6,774964.97,687742.51,87222.46,211087,123864.54,87222.46,30528.08,26038.65,4489.43
Vienna,Russell Oil Co.,180703043,6,950342.44,857820.38,92522.06,286445,193922.94,92522.06,32382.87,27620.67,4762.2
Villa Grove,JR's Lounge LLC,230700927,6,575300.84,536311.48,38989.36,202551,163561.96,38989.04,13646.37,11639.54,2006.83
Villa Grove,"Social Oasis, LLC",180704157,6,839907.17,764655.2,75251.97,322903,247651.03,75251.97,26338.34,22465.07,3873.27
Villa Grove,"The Embarras, LLC",200702040,6,1414188.67,1320941.09,93247.58,538881,445633.42,93247.58,32636.68,27837.17,4799.51
Villa Grove,"Walter Jones Post 2876, Veterans of Foreign Wars, Inc.",120909890,6,1032413.3,949507,82906.3,355943,273036.5,82906.5,29017.48,24750.22,4267.26
Villa Park,BACCI LLC,200702381,6,1615906.76,1402283.51,213623.25,668376,454752.75,213623.25,74768.47,63773.11,10995.36
Villa Park,Bet Crazy Inc.,210700458,6,3221719.2,2915237.92,306481.28,1203013,896531.72,306481.28,107268.47,91493.7,15774.77
Villa Park,Blackhawk Restaurant Group LLC Series VDVillaPark,130702815,6,4573457.89,4190633.16,382824.73,1383633,1000808.27,382824.73,133988.79,114284.55,19704.24
Villa Park,"CAPTAIN B'S SHRIMP HOUSE TWO, INC.",220701833,3,330127.3,298295.09,31832.21,98999,67166.79,31832.21,11141.38,9502.94,1638.44
Villa Park,Dance Villa Inc.,240701416,6,316007.66,282026.03,33981.63,144472,110490.64,33981.36,11893.69,10144.63,1749.06
Villa Park,"DD DEVINE, INC.",230701655,6,624471.86,576154.16,48317.7,219451,171133.3,48317.7,16911.32,14424.38,2486.94
Villa Park,El Barrio III Corp.,230702184,4,152081.07,139322.64,12758.43,54112,41353.57,12758.43,4465.49,3808.8,656.69
Villa Park,EL PATRON 64 BAR & GRILL INC.,230703032,6,227460.56,204040.27,23420.29,89209,65788.71,23420.29,8197.27,6991.81,1205.46
Villa Park,"Fitz's Pub - Villa Park, Inc.",120712310,6,4595030.76,4222381.99,372648.77,1448246,1075597.23,372648.77,130427.09,111246.64,19180.45
Villa Park,FRANK GF INC.,130700397,6,2355057.24,2159725.49,195331.75,880803,685471.25,195331.75,68366.12,58312.28,10053.84
Villa Park,K3 WINE BAR INC.,190702472,6,4411777.77,4037987.61,373790.16,1527060,1153269.84,373790.16,130826.63,111587.42,19239.21
Villa Park,M.K.P. CORPORATION,140704034,6,1160808.56,1069581.9,91226.66,378744,287517.36,91226.64,31929.41,27233.9,4695.51
Villa Park,"Mahoney's Pub, Inc.",120711227,6,2832072.65,2567735.73,264336.92,931352,667015.08,264336.92,92518.16,78912.56,13605.6
Villa Park,"MAY'S VILLA PARK, LLC",190702439,6,2629502.34,2383640.33,245862.01,1010484,764621.99,245862.01,86051.89,73397.2,12654.69
Villa Park,"MEAGRAH, INC.",120711316,6,2901598.27,2636544.92,265053.35,1055477,790423.65,265053.35,92768.89,79126.42,13642.47
Villa Park,MILICIA INC.,160701591,6,687576.38,615664.81,71911.57,260866,188954.43,71911.57,25169.04,21467.71,3701.33
Villa Park,MORTADELI LLC,240702540,6,545271.04,482538.88,62732.16,214893,152160.84,62732.16,21956.38,18727.51,3228.87
Villa Park,NEW TRIPOLIS INC.,170702628,6,3382889.23,3083581.63,299307.6,1175485,876177.75,299307.25,104757.56,89352.05,15405.51
Villa Park,"Park Blvd. Tavern, Inc.",120711214,6,3780451.53,3496847.74,283603.79,1438255,1154651.41,283603.59,99261.42,84664.16,14597.26
Villa Park,RH2024 LLC,240701420,6,192966.97,174589.82,18377.15,71439,53061.15,18377.85,6432.32,5486.39,945.93
Villa Park,"Safari Land, L.L.C.",140702528,6,608777.55,557562.71,51214.84,215426,164211.36,51214.64,17925.34,15289.26,2636.08
Villa Park,SELECTIVE LIQUORS LLC ,200700818,6,3100915.1,2841590.76,259324.34,1172190,912865.66,259324.34,90763.54,77415.98,13347.56
Villa Park,"Shelby's - Villa Center, LLC",130703638,6,4753200.41,4294815.52,458384.89,1691792,1233407.11,458384.89,160434.85,136841.48,23593.37
Villa Park,"Stella's - North Park, LLC",170700521,6,4816589.65,4382405.63,434184.02,1722417,1288232.98,434184.02,151964.49,129616.77,22347.72
Villa Park,"Stella's - Villa Oaks, LLC",130703551,6,5462584.42,5045344.91,417239.51,1853938,1436698.49,417239.51,146033.96,124558.37,21475.59
Villa Park,TACOS & CEMITAS POBLANA INC.,190700978,6,1173267.56,1067892.64,105374.92,432068,326693.08,105374.92,36881.41,31457.67,5423.74
Villa Park,"Three Paws, Inc.",120711586,6,3848791.53,3545864.86,302926.67,1311089,1008162.33,302926.67,106024.48,90432.65,15591.83
Villa Park,"Ultimate Lounge, Inc.",130700898,6,2484264.42,2218260.48,266003.94,784514,518510.02,266003.98,93101.6,79410.19,13691.41
Villa Park,"Villa Park Post No. 2801, Veterans of Foreign Wars of the United State, Inc.",130900531,6,1543693.72,1401227.74,142465.98,567427,424961.02,142465.98,49863.14,42530.32,7332.82
Viola,DONOVAN BAUGHMAN INC.,190701391,5,606193.18,548902.03,57291.15,202147,144855.85,57291.15,20052.06,17103.25,2948.81
